stamp,day,03 Temp. °C,03 Light,03 Nitrate,03 Phosp,03 grow,08 Temp. °C,08 Light,08 Nitrate,08 Phosp,08 grow,10 Temp. °C,10 Light,10 Nitrate,10 Phosp,10 grow,04 Temp. °C,04 Light,04 Nitrate,04 Phosp,04 grow,07 Temp. °C,07 Light,07 Nitrate,07 Phosp,07 grow,11 Temp. °C,11 Light,11 Nitrate,11 Phosp,11 grow
5/19/2022,0,19.5,0,3403.6797,18.6684825,0,19.79999924,0,3583.2047,12.57290526,0,19.20000076,0,3373.55005,11.24189037,0,19.60000038,0,3473.3238,9.819693515,0,19.39999962,0,3551.01255,10.46041651,0,20,0,3657.5545,14.81687121,0
5/19/2022,0,19.5,0,3403.6797,18.6684825,0,19.79999924,0,3583.2047,12.57290526,0,19.10000038,0,3373.55005,11.24189037,0,19.60000038,0,3473.3238,9.819693515,0,19.29999924,0,3551.01255,10.46041651,0,20,0,3657.5545,14.81687121,0
5/19/2022,0,19.5,0,3403.6797,18.6684825,0,19.79999924,0,3583.2047,12.57290526,0,19.10000038,0,3373.55005,11.24189037,0,19.60000038,0,3473.3238,9.819693515,0,19.29999924,0,3551.01255,10.46041651,0,20,0,3657.5545,14.81687121,0
5/19/2022,0,19.5,0,3403.6797,18.6684825,0,19.70000076,0,3583.2047,12.57290526,0,19.10000038,0,3373.55005,11.24189037,0,19.60000038,0,3473.3238,9.819693515,0,19.29999924,0,3551.01255,10.46041651,0,19.89999962,0,3657.5545,14.81687121,0
5/19/2022,0,19.39999962,0,3403.6797,18.6684825,0,19.79999924,0,3583.2047,12.57290526,0,19.10000038,0,3373.55005,11.24189037,0,19.60000038,0,3473.3238,9.819693515,0,19.29999924,0,3551.01255,10.46041651,0,19.89999962,0,3657.5545,14.81687121,0
5/19/2022,0,19.39999962,0,3403.6797,18.6684825,0,19.70000076,0,3583.2047,12.57290526,0,19.10000038,0,3373.55005,11.24189037,0,19.5,0,3473.3238,9.819693515,0,19.39999962,0,3551.01255,10.46041651,0,19.89999962,0,3657.5545,14.81687121,0
5/19/2022,0,19.39999962,0,3403.6797,18.6684825,0,19.70000076,0,3583.2047,12.57290526,0,19,0,3373.55005,11.24189037,0,19.5,0,3473.3238,9.819693515,0,19.29999924,0,3551.01255,10.46041651,0,19.89999962,0,3657.5545,14.81687121,0
5/19/2022,0,19.29999924,0,3403.6797,18.6684825,0,19.70000076,0,3583.2047,12.57290526,0,19,0,3373.55005,11.24189037,0,19.5,0,3473.3238,9.819693515,0,19.29999924,0,3551.01255,10.46041651,0,19.89999962,0,3657.5545,14.81687121,0
5/19/2022,0,19.39999962,0,3403.6797,18.6684825,0,19.70000076,0,3583.2047,12.57290526,0,19,0,3373.55005,11.24189037,0,19.5,0,3473.3238,9.819693515,0,19.20000076,0,3551.01255,10.46041651,0,19.79999924,0,3657.5545,14.81687121,0
5/19/2022,0,19.29999924,0,3403.6797,18.6684825,0,19.60000038,0,3583.2047,12.57290526,0,19,0,3373.55005,11.24189037,0,19.5,0,3473.3238,9.819693515,0,19.20000076,0,3551.01255,10.46041651,0,19.79999924,0,3657.5545,14.81687121,0
5/19/2022,0,19.39999962,0,3403.6797,18.6684825,0,19.70000076,0,3583.2047,12.57290526,0,19,0,3373.55005,11.24189037,0,19.5,0,3473.3238,9.819693515,0,19.29999924,0,3551.01255,10.46041651,0,19.89999962,0,3657.5545,14.81687121,0
5/19/2022,0,19.29999924,0,3403.6797,18.6684825,0,19.60000038,0,3583.2047,12.57290526,0,19,0,3373.55005,11.24189037,0,19.5,0,3473.3238,9.819693515,0,19.20000076,0,3551.01255,10.46041651,0,19.79999924,0,3657.5545,14.81687121,0
5/19/2022,0,19.29999924,0,3403.6797,18.6684825,0,19.60000038,0,3583.2047,12.57290526,0,19,0,3373.55005,11.24189037,0,19.39999962,0,3473.3238,9.819693515,0,19.20000076,0,3551.01255,10.46041651,0,19.79999924,0,3657.5545,14.81687121,0
5/19/2022,0,19.20000076,0,3403.6797,18.6684825,0,19.70000076,0,3583.2047,12.57290526,0,18.89999962,0,3373.55005,11.24189037,0,19.39999962,0,3473.3238,9.819693515,0,19.10000038,0,3551.01255,10.46041651,0,19.79999924,0,3657.5545,14.81687121,0
5/19/2022,0,19.29999924,0,3403.6797,18.6684825,0,19.5,0,3583.2047,12.57290526,0,19,0,3373.55005,11.24189037,0,19.29999924,0,3473.3238,9.819693515,0,19.10000038,0,3551.01255,10.46041651,0,19.70000076,0,3657.5545,14.81687121,0
5/19/2022,0,19.20000076,0,3403.6797,18.6684825,0,19.5,0,3583.2047,12.57290526,0,18.89999962,0,3373.55005,11.24189037,0,19.39999962,0,3473.3238,9.819693515,0,19.10000038,0,3551.01255,10.46041651,0,19.70000076,0,3657.5545,14.81687121,0
5/19/2022,0,19.20000076,0,3403.6797,18.6684825,0,19.60000038,0,3583.2047,12.57290526,0,18.89999962,0,3373.55005,11.24189037,0,19.29999924,0,3473.3238,9.819693515,0,19.10000038,0,3551.01255,10.46041651,0,19.70000076,0,3657.5545,14.81687121,0
5/19/2022,0,19.20000076,0,3403.6797,18.6684825,0,19.5,0,3583.2047,12.57290526,0,18.89999962,0,3373.55005,11.24189037,0,19.29999924,0,3473.3238,9.819693515,0,19.10000038,0,3551.01255,10.46041651,0,19.60000038,0,3657.5545,14.81687121,0
5/19/2022,0,19.29999924,10,3403.6797,18.6684825,0,19.5,10,3583.2047,12.57290526,0,18.79999924,10,3373.55005,11.24189037,0,19.29999924,10,3473.3238,9.819693515,0,19.10000038,10,3551.01255,10.46041651,0,19.70000076,10,3657.5545,14.81687121,0
5/19/2022,0,19.10000038,10,3403.6797,18.6684825,0,19.5,10,3583.2047,12.57290526,0,18.79999924,10,3373.55005,11.24189037,0,19.29999924,10,3473.3238,9.819693515,0,19,10,3551.01255,10.46041651,0,19.70000076,10,3657.5545,14.81687121,0
5/19/2022,0,19,80,3403.6797,18.6684825,0,19.39999962,90,3583.2047,12.57290526,0,18.70000076,70,3373.55005,11.24189037,0,19.20000076,80,3473.3238,9.819693515,0,19,80,3551.01255,10.46041651,0,19.60000038,60,3657.5545,14.81687121,0
5/19/2022,0,19.10000038,160,3403.6797,18.6684825,0,19.39999962,170,3583.2047,12.57290526,0,18.79999924,140,3373.55005,11.24189037,0,19.20000076,150,3473.3238,9.819693515,0,18.89999962,150,3551.01255,10.46041651,0,19.60000038,120,3657.5545,14.81687121,0
5/19/2022,0,19.10000038,280,3403.6797,18.6684825,0,19.39999962,290,3583.2047,12.57290526,0,18.79999924,230,3373.55005,11.24189037,0,19.10000038,250,3473.3238,9.819693515,0,19,250,3551.01255,10.46041651,0,19.60000038,200,3657.5545,14.81687121,0
5/19/2022,0,19.10000038,470,3403.6797,18.6684825,0,19.39999962,430,3583.2047,12.57290526,0,18.79999924,350,3373.55005,11.24189037,0,19.20000076,360,3473.3238,9.819693515,0,19,360,3551.01255,10.46041651,0,19.60000038,300,3657.5545,14.81687121,0
5/19/2022,0,19,720,3403.6797,18.6684825,0,19.39999962,680,3583.2047,12.57290526,0,18.79999924,470,3373.55005,11.24189037,0,19.20000076,480,3473.3238,9.819693515,0,18.89999962,480,3551.01255,10.46041651,0,19.60000038,400,3657.5545,14.81687121,0
5/19/2022,0,19.10000038,1020,3403.6797,18.6684825,0,19.29999924,1210,3583.2047,12.57290526,0,18.70000076,570,3373.55005,11.24189037,0,19.20000076,580,3473.3238,9.819693515,0,19,580,3551.01255,10.46041651,0,19.60000038,570,3657.5545,14.81687121,0
5/19/2022,0,19,1560,3403.6797,18.6684825,0,19.29999924,1780,3583.2047,12.57290526,0,18.70000076,680,3373.55005,11.24189037,0,19.10000038,680,3473.3238,9.819693515,0,19,680,3551.01255,10.46041651,0,19.60000038,1100,3657.5545,14.81687121,0
5/19/2022,0,19,2170,3403.6797,18.6684825,0,19.29999924,2400,3583.2047,12.57290526,0,18.70000076,770,3373.55005,11.24189037,0,19.10000038,850,3473.3238,9.819693515,0,18.89999962,810,3551.01255,10.46041651,0,19.5,1800,3657.5545,14.81687121,0
5/19/2022,0,19,2810,3403.6797,18.6684825,0,19.29999924,3280,3583.2047,12.57290526,0,18.70000076,880,3373.55005,11.24189037,0,19.10000038,1200,3473.3238,9.819693515,0,19,1140,3551.01255,10.46041651,0,19.60000038,2420,3657.5545,14.81687121,0
5/19/2022,0,19,3450,3403.6797,18.6684825,0,19.29999924,4350,3583.2047,12.57290526,0,18.70000076,1880,3373.55005,11.24189037,0,19.10000038,2950,3473.3238,9.819693515,0,18.89999962,2050,3551.01255,10.46041651,0,19.60000038,3090,3657.5545,14.81687121,0
5/19/2022,0,19,4420,3403.6797,18.6684825,0,19.20000076,5420,3583.2047,12.57290526,0,18.70000076,3920,3373.55005,11.24189037,0,19.10000038,3920,3473.3238,9.819693515,0,18.89999962,3100,3551.01255,10.46041651,0,19.5,3850,3657.5545,14.81687121,0
5/19/2022,0,19,4940,3403.6797,18.6684825,0,19.29999924,6460,3583.2047,12.57290526,0,18.70000076,4790,3373.55005,11.24189037,0,19.10000038,4270,3473.3238,9.819693515,0,18.89999962,4330,3551.01255,10.46041651,0,19.60000038,4670,3657.5545,14.81687121,0
5/19/2022,0,19,5260,3403.6797,18.6684825,0,19.29999924,6230,3583.2047,12.57290526,0,18.70000076,5590,3373.55005,11.24189037,0,19.10000038,5220,3473.3238,9.819693515,0,18.89999962,4600,3551.01255,10.46041651,0,19.5,5460,3657.5545,14.81687121,0
5/19/2022,0,18.89999962,6070,3403.6797,18.6684825,0,19.29999924,7290,3583.2047,12.57290526,0,18.70000076,6390,3373.55005,11.24189037,0,19.10000038,5450,3473.3238,9.819693515,0,18.89999962,5180,3551.01255,10.46041651,0,19.5,6030,3657.5545,14.81687121,0
5/19/2022,0,18.89999962,6810,3403.6797,18.6684825,0,19.20000076,8160,3583.2047,12.57290526,0,18.70000076,7240,3373.55005,11.24189037,0,19.10000038,6470,3473.3238,9.819693515,0,18.89999962,5790,3551.01255,10.46041651,0,19.5,6630,3657.5545,14.81687121,0
5/19/2022,0,18.89999962,7490,3403.6797,18.6684825,0,19.29999924,9030,3583.2047,12.57290526,0,18.70000076,8010,3373.55005,11.24189037,0,19.10000038,7830,3473.3238,9.819693515,0,18.89999962,6390,3551.01255,10.46041651,0,19.5,7120,3657.5545,14.81687121,0
5/19/2022,0,19,8110,3403.6797,18.6684825,0,19.29999924,9840,3583.2047,12.57290526,0,18.70000076,8770,3373.55005,11.24189037,0,19.20000076,8090,3473.3238,9.819693515,0,18.79999924,6950,3551.01255,10.46041651,0,19.60000038,7530,3657.5545,14.81687121,0
5/19/2022,0,19,8710,3403.6797,18.6684825,0,19.29999924,10680,3583.2047,12.57290526,0,18.70000076,9510,3373.55005,11.24189037,0,19.10000038,7830,3473.3238,9.819693515,0,18.89999962,7520,3551.01255,10.46041651,0,19.60000038,8070,3657.5545,14.81687121,0
5/19/2022,0,19,9280,3403.6797,18.6684825,0,19.20000076,11400,3583.2047,12.57290526,0,18.70000076,10190,3373.55005,11.24189037,0,19.20000076,8350,3473.3238,9.819693515,0,18.89999962,8050,3551.01255,10.46041651,0,19.60000038,8180,3657.5545,14.81687121,0
5/19/2022,0,19,9870,3403.6797,18.6684825,0,19.29999924,12220,3583.2047,12.57290526,0,18.70000076,10840,3373.55005,11.24189037,0,19.10000038,8920,3473.3238,9.819693515,0,18.89999962,8580,3551.01255,10.46041651,0,19.60000038,7810,3657.5545,14.81687121,0
5/19/2022,0,19,10420,3403.6797,18.6684825,0,19.29999924,13010,3583.2047,12.57290526,0,18.70000076,11480,3373.55005,11.24189037,0,19.20000076,9470,3473.3238,9.819693515,0,19,9090,3551.01255,10.46041651,0,19.60000038,8330,3657.5545,14.81687121,0
5/19/2022,0,19,10980,3403.6797,18.6684825,0,19.29999924,13740,3583.2047,12.57290526,0,18.70000076,12080,3373.55005,11.24189037,0,19.20000076,10000,3473.3238,9.819693515,0,19,9640,3551.01255,10.46041651,0,19.60000038,9040,3657.5545,14.81687121,0
5/19/2022,0,19,11500,3403.6797,18.6684825,0,19.29999924,14300,3583.2047,12.57290526,0,18.70000076,12680,3373.55005,11.24189037,0,19.20000076,10550,3473.3238,9.819693515,0,19,10120,3551.01255,10.46041651,0,19.60000038,9510,3657.5545,14.81687121,0
5/19/2022,0,19,12020,3403.6797,18.6684825,0,19.29999924,14870,3583.2047,12.57290526,0,18.70000076,13260,3373.55005,11.24189037,0,19.20000076,11050,3473.3238,9.819693515,0,19,10600,3551.01255,10.46041651,0,19.60000038,9780,3657.5545,14.81687121,0
5/19/2022,0,19,12440,3403.6797,18.6684825,0,19.39999962,15570,3583.2047,12.57290526,0,18.70000076,13160,3373.55005,11.24189037,0,19.20000076,11530,3473.3238,9.819693515,0,19,11060,3551.01255,10.46041651,0,19.70000076,11230,3657.5545,14.81687121,0
5/19/2022,0,19.10000038,12870,3403.6797,18.6684825,0,19.39999962,16010,3583.2047,12.57290526,0,18.70000076,14410,3373.55005,11.24189037,0,19.29999924,12000,3473.3238,9.819693515,0,19.10000038,11480,3551.01255,10.46041651,0,19.70000076,10840,3657.5545,14.81687121,0
5/19/2022,0,19.10000038,13260,3403.6797,18.6684825,0,19.39999962,16400,3583.2047,12.57290526,0,18.79999924,15230,3373.55005,11.24189037,0,19.5,12460,3473.3238,9.819693515,0,19.10000038,11930,3551.01255,10.46041651,0,19.79999924,11280,3657.5545,14.81687121,0
5/19/2022,0,19.10000038,13260,3403.6797,18.6684825,0,19.39999962,16570,3583.2047,12.57290526,0,18.79999924,15730,3373.55005,11.24189037,0,19.5,12740,3473.3238,9.819693515,0,19.20000076,12290,3551.01255,10.46041651,0,19.70000076,11520,3657.5545,14.81687121,0
5/19/2022,0,19.10000038,13100,3403.6797,18.6684825,0,19.5,17050,3583.2047,12.57290526,0,18.79999924,16740,3373.55005,11.24189037,0,19.70000076,13500,3473.3238,9.819693515,0,19.10000038,12850,3551.01255,10.46041651,0,19.79999924,12570,3657.5545,14.81687121,0
5/19/2022,0,19.10000038,13540,3403.6797,18.6684825,0,19.5,17330,3583.2047,12.57290526,0,18.79999924,17120,3373.55005,11.24189037,0,19.79999924,14110,3473.3238,9.819693515,0,19.29999924,13030,3551.01255,10.46041651,0,19.79999924,13050,3657.5545,14.81687121,0
5/19/2022,0,19.10000038,14300,3403.6797,18.6684825,0,19.5,17690,3583.2047,12.57290526,0,18.79999924,17510,3373.55005,11.24189037,0,19.89999962,14500,3473.3238,9.819693515,0,19.29999924,13300,3551.01255,10.46041651,0,19.89999962,13620,3657.5545,14.81687121,0
5/19/2022,0,19.10000038,15090,3403.6797,18.6684825,0,19.60000038,18090,3583.2047,12.57290526,0,18.89999962,18170,3373.55005,11.24189037,0,20.10000038,15020,3473.3238,9.819693515,0,19.39999962,13680,3551.01255,10.46041651,0,20,14030,3657.5545,14.81687121,0
5/19/2022,0,19.20000076,15340,3403.6797,18.6684825,0,19.60000038,18610,3583.2047,12.57290526,0,18.89999962,18410,3373.55005,11.24189037,0,20.20000076,15520,3473.3238,9.819693515,0,19.5,14180,3551.01255,10.46041651,0,20.10000038,14630,3657.5545,14.81687121,0
5/19/2022,0,19.20000076,15850,3403.6797,18.6684825,0,19.60000038,19140,3583.2047,12.57290526,0,19,19140,3373.55005,11.24189037,0,20.39999962,15830,3473.3238,9.819693515,0,19.70000076,15270,3551.01255,10.46041651,0,20.20000076,14930,3657.5545,14.81687121,0
5/19/2022,0,19.29999924,15870,3403.6797,18.6684825,0,19.70000076,19660,3583.2047,12.57290526,0,19,19430,3373.55005,11.24189037,0,20.5,16330,3473.3238,9.819693515,0,19.79999924,16550,3551.01255,10.46041651,0,20.20000076,15180,3657.5545,14.81687121,0
5/19/2022,0,19.20000076,15660,3403.6797,18.6684825,0,19.70000076,19950,3583.2047,12.57290526,0,19,20100,3373.55005,11.24189037,0,20.60000038,16650,3473.3238,9.819693515,0,19.89999962,17120,3551.01255,10.46041651,0,20.39999962,15480,3657.5545,14.81687121,0
5/19/2022,0,19.29999924,16820,3403.6797,18.6684825,0,19.79999924,20460,3583.2047,12.57290526,0,19,20490,3373.55005,11.24189037,0,20.79999924,17020,3473.3238,9.819693515,0,20,17640,3551.01255,10.46041651,0,20.5,15760,3657.5545,14.81687121,0
5/19/2022,0,19.29999924,17720,3403.6797,18.6684825,0,19.79999924,21080,3583.2047,12.57290526,0,19,20830,3373.55005,11.24189037,0,20.89999962,17530,3473.3238,9.819693515,0,20.20000076,18140,3551.01255,10.46041651,0,20.60000038,16180,3657.5545,14.81687121,0
5/19/2022,0,19.39999962,18170,3403.6797,18.6684825,0,19.89999962,21210,3583.2047,12.57290526,0,19.10000038,21170,3373.55005,11.24189037,0,21,17640,3473.3238,9.819693515,0,20.20000076,19170,3551.01255,10.46041651,0,20.70000076,16400,3657.5545,14.81687121,0
5/19/2022,0,19.29999924,18440,3403.6797,18.6684825,0,20,21400,3583.2047,12.57290526,0,19.10000038,21650,3373.55005,11.24189037,0,21.10000038,18090,3473.3238,9.819693515,0,20.39999962,18940,3551.01255,10.46041651,0,20.89999962,16820,3657.5545,14.81687121,0
5/19/2022,0,19.5,18580,3403.6797,18.6684825,0,20,21520,3583.2047,12.57290526,0,19.20000076,22070,3373.55005,11.24189037,0,21.20000076,18170,3473.3238,9.819693515,0,20.5,18720,3551.01255,10.46041651,0,20.89999962,16820,3657.5545,14.81687121,0
5/19/2022,0,19.39999962,19230,3403.6797,18.6684825,0,20,21940,3583.2047,12.57290526,0,19.20000076,22170,3373.55005,11.24189037,0,21.5,18060,3473.3238,9.819693515,0,20.60000038,19200,3551.01255,10.46041651,0,21,17020,3657.5545,14.81687121,0
5/19/2022,0,19.5,19230,3403.6797,18.6684825,0,20.10000038,22240,3583.2047,12.57290526,0,19.29999924,22870,3373.55005,11.24189037,0,21.5,18310,3473.3238,9.819693515,0,20.70000076,19110,3551.01255,10.46041651,0,21.20000076,17020,3657.5545,14.81687121,0
5/19/2022,0,19.60000038,19340,3403.6797,18.6684825,0,20.10000038,22440,3583.2047,12.57290526,0,19.29999924,22670,3373.55005,11.24189037,0,21.70000076,18440,3473.3238,9.819693515,0,20.70000076,19370,3551.01255,10.46041651,0,21.29999924,17250,3657.5545,14.81687121,0
5/19/2022,0,19.5,20040,3403.6797,18.6684825,0,20.10000038,22540,3583.2047,12.57290526,0,19.39999962,22570,3373.55005,11.24189037,0,21.79999924,18310,3473.3238,9.819693515,0,20.79999924,18750,3551.01255,10.46041651,0,21.39999962,16620,3657.5545,14.81687121,0
5/19/2022,0,19.60000038,19540,3403.6797,18.6684825,0,20.20000076,23050,3583.2047,12.57290526,0,19.39999962,22710,3373.55005,11.24189037,0,22,18360,3473.3238,9.819693515,0,20.89999962,18660,3551.01255,10.46041651,0,21.5,17200,3657.5545,14.81687121,0
5/19/2022,0,19.70000076,19600,3403.6797,18.6684825,0,20.29999924,22570,3583.2047,12.57290526,0,19.39999962,22170,3373.55005,11.24189037,0,22.10000038,18250,3473.3238,9.819693515,0,21,19200,3551.01255,10.46041651,0,21.60000038,17220,3657.5545,14.81687121,0
5/19/2022,0,19.70000076,17350,3403.6797,18.6684825,0,20.29999924,22140,3583.2047,12.57290526,0,19.5,22240,3373.55005,11.24189037,0,22.20000076,17930,3473.3238,9.819693515,0,21.10000038,18610,3551.01255,10.46041651,0,21.70000076,17050,3657.5545,14.81687121,0
5/19/2022,0,19.60000038,7110,3403.6797,18.6684825,0,20.39999962,22270,3583.2047,12.57290526,0,19.5,21780,3373.55005,11.24189037,0,22.39999962,18040,3473.3238,9.819693515,0,21.20000076,19430,3551.01255,10.46041651,0,21.79999924,16820,3657.5545,14.81687121,0
5/19/2022,0,19.60000038,6390,3403.6797,18.6684825,0,20.29999924,22240,3583.2047,12.57290526,0,19.60000038,21360,3373.55005,11.24189037,0,22.39999962,18120,3473.3238,9.819693515,0,21.39999962,19280,3551.01255,10.46041651,0,21.79999924,17170,3657.5545,14.81687121,0
5/19/2022,0,19.60000038,6410,3403.6797,18.6684825,0,20.5,22370,3583.2047,12.57290526,0,19.60000038,21270,3373.55005,11.24189037,0,22.60000038,17250,3473.3238,9.819693515,0,21.39999962,19080,3551.01255,10.46041651,0,22,15200,3657.5545,14.81687121,0
5/19/2022,0,19.70000076,15180,3403.6797,18.6684825,0,20.5,21850,3583.2047,12.57290526,0,19.60000038,20550,3373.55005,11.24189037,0,22.79999924,17050,3473.3238,9.819693515,0,21.39999962,19250,3551.01255,10.46041651,0,22,15020,3657.5545,14.81687121,0
5/19/2022,0,19.79999924,18690,3403.6797,18.6684825,0,20.60000038,21750,3583.2047,12.57290526,0,19.70000076,20280,3373.55005,11.24189037,0,22.89999962,16870,3473.3238,9.819693515,0,21.5,18770,3551.01255,10.46041651,0,22.20000076,14760,3657.5545,14.81687121,0
5/19/2022,0,19.79999924,18500,3403.6797,18.6684825,0,20.60000038,22110,3583.2047,12.57290526,0,19.70000076,19540,3373.55005,11.24189037,0,23.10000038,16820,3473.3238,9.819693515,0,21.70000076,18720,3551.01255,10.46041651,0,22.20000076,14690,3657.5545,14.81687121,0
5/19/2022,0,19.89999962,18360,3403.6797,18.6684825,0,20.60000038,20800,3583.2047,12.57290526,0,19.70000076,17880,3373.55005,11.24189037,0,23.20000076,16720,3473.3238,9.819693515,0,21.70000076,18610,3551.01255,10.46041651,0,22.29999924,14630,3657.5545,14.81687121,0
5/19/2022,0,19.89999962,17530,3403.6797,18.6684825,0,20.70000076,20370,3583.2047,12.57290526,0,19.70000076,15110,3373.55005,11.24189037,0,23.29999924,16620,3473.3238,9.819693515,0,21.70000076,18040,3551.01255,10.46041651,0,22.29999924,14980,3657.5545,14.81687121,0
5/19/2022,0,19.89999962,13500,3403.6797,18.6684825,0,20.70000076,20130,3583.2047,12.57290526,0,19.70000076,10880,3373.55005,11.24189037,0,23.39999962,16820,3473.3238,9.819693515,0,21.89999962,17930,3551.01255,10.46041651,0,22.5,14870,3657.5545,14.81687121,0
5/19/2022,0,19.89999962,17200,3403.6797,18.6684825,0,20.70000076,20070,3583.2047,12.57290526,0,19.70000076,9080,3373.55005,11.24189037,0,23.5,16600,3473.3238,9.819693515,0,21.89999962,17880,3551.01255,10.46041651,0,22.39999962,14650,3657.5545,14.81687121,0
5/19/2022,0,19.79999924,16690,3403.6797,18.6684825,0,20.79999924,18910,3583.2047,12.57290526,0,19.5,2570,3373.55005,11.24189037,0,23.70000076,16250,3473.3238,9.819693515,0,22,17200,3551.01255,10.46041651,0,22.39999962,8350,3657.5545,14.81687121,0
5/19/2022,0,19.89999962,16420,3403.6797,18.6684825,0,20.79999924,18860,3583.2047,12.57290526,0,19.60000038,1310,3373.55005,11.24189037,0,23.89999962,15900,3473.3238,9.819693515,0,22.10000038,17050,3551.01255,10.46041651,0,22.39999962,7960,3657.5545,14.81687121,0
5/19/2022,0,19.89999962,16040,3403.6797,18.6684825,0,20.79999924,18040,3583.2047,12.57290526,0,19.5,1140,3373.55005,11.24189037,0,24,15760,3473.3238,9.819693515,0,22.10000038,16520,3551.01255,10.46041651,0,22.60000038,14010,3657.5545,14.81687121,0
5/19/2022,0,20,15660,3403.6797,18.6684825,0,20.89999962,16550,3583.2047,12.57290526,0,19.60000038,1100,3373.55005,11.24189037,0,24.10000038,15340,3473.3238,9.819693515,0,22.29999924,15660,3551.01255,10.46041651,0,22.70000076,13740,3657.5545,14.81687121,0
5/19/2022,0,20,15070,3403.6797,18.6684825,0,20.89999962,17020,3583.2047,12.57290526,0,19.60000038,1090,3373.55005,11.24189037,0,24.20000076,14910,3473.3238,9.819693515,0,22.29999924,11380,3551.01255,10.46041651,0,22.79999924,13320,3657.5545,14.81687121,0
5/19/2022,0,20,13260,3403.6797,18.6684825,0,21,16010,3583.2047,12.57290526,0,19.60000038,1110,3373.55005,11.24189037,0,24.29999924,14560,3473.3238,9.819693515,0,22.29999924,3810,3551.01255,10.46041651,0,22.79999924,10930,3657.5545,14.81687121,0
5/19/2022,0,20,9350,3403.6797,18.6684825,0,21,15480,3583.2047,12.57290526,0,19.60000038,1470,3373.55005,11.24189037,0,24.39999962,8620,3473.3238,9.819693515,0,22.5,1260,3551.01255,10.46041651,0,22.89999962,8390,3657.5545,14.81687121,0
